Symbol, Sector, Sub-sector,Company,beta
RAMCOCEM,Basic Materials,Building Materials,The Ramco Cements Limited,0.6727759999999999
RAMCOIND,Industrials,Building Products & Equipment,Ramco Industries Limited,0.886115
RAMCOSYS,Technology,Software-Application,Ramco Systems Limited,1.064352
RAMKY,Industrials,Engineering & Construction,Ramky Infrastructure Limited,1.01755
RAMSARUP,Basic Materials,Steel,Ramsarup Industries Limited,0.25312
RANASUG,Consumer Defensive,Confectioners,Rana Sugars Limited,0.5791729999999999
RANEENGINE,Consumer Cyclical,Auto Parts,Rane Engine Valve Limited,1.115444
RANEHOLDIN,Consumer Cyclical,Auto Parts,Rane Holdings Limited,1.042121
RATNAMANI,Basic Materials,Steel,Ratnamani Metals & Tubes Limited,0.612714
RAYMOND,Consumer Cyclical,Textile Manufacturing,Raymond Limited,0.856474
RBL,Consumer Cyclical,Auto Parts,Rane Brake Lining Limited,1.365444
RCF,Basic Materials,Agricultural Inputs,Rashtriya Chemicals and Fertilizers Limited,1.122854
RCOM,Communication Services,Telecom Services,Reliance Communications Limited,0.6727759999999999
RECLTD,Financial Services,Credit Services,REC Limited,0.817472
REDINGTON,Technology,Information Technology Services,Redington (India) Limited,0.9184859999999999
REFEX,Basic Materials,Chemicals,Refex Industries Limited,1.118954
RELAXO,Consumer Cyclical,Footwear & Accessories,Relaxo Footwears Limited,0.11505399999999999
RELIANCE,Energy,Oil & Gas Refining & Marketing,Reliance Industries Limited,0.9621679999999999
RELIGARE,Financial Services,Capital Markets,Religare Enterprises Limited,0.40405599999999997
REMSONSIND,Consumer Cyclical,Auto Parts,Remsons Industries Limited,0.611154
RENUKA,Consumer Defensive,Confectioners,Shree Renuka Sugars Limited,1.358814
REPCOHOME,Financial Services,Mortgage Finance,Repco Home Finance Limited,0.948907
REPRO,Industrials,Specialty Business Services,Repro India Limited,0.8993749999999999
RESPONIND,Basic Materials,Specialty Chemicals,Responsive Industries Limited,-0.029251
REVATHI,Industrials,Farm & Heavy Construction Machinery,Revathi Equipment Limited,0.281201
RGL,Consumer Cyclical,Luxury Goods,Renaissance Global Limited,0.8042119999999999
RICOAUTO,Consumer Cyclical,Auto Parts,Rico Auto Industries Limited,1.083853
RIIL,Industrials,Engineering & Construction,Reliance Industrial Infrastructure Limited,0.925117
RKDL,Consumer Defensive,Beverages-Wineries & Distilleries,Ravi Kumar Distilleries Limited,0.225039
RKFORGE,Industrials,Tools & Accessories,Ramkrishna Forgings Limited,1.309282
RMCL,Consumer Cyclical,Packaging & Containers,Radha Madhav Corporation Limited,0.872074
RML,Consumer Cyclical,Auto Parts,Rane (Madras) Limited,1.26092
RNAVAL,Industrials,Aerospace & Defense,Reliance Naval and Engineering Limited,0.586973
ROHITFERRO,Basic Materials,Steel,Rohit Ferro-Tech Limited,0.249609
ROHLTD,Consumer Cyclical,Lodging,Royal Orchid Hotels Limited,0.936037
ROLLT,Industrials,Conglomerates,Rollatainers Limited,0.350624
ROLTA,Technology,Information Technology Services,Rolta India Limited,1.070982
ROSSELLIND,Consumer Defensive,Packaged Foods,Rossell India Limited,0.934087
RPGLIFE,Healthcare,Drug Manufacturers-Specialty & Generic,RPG Life Sciences Limited,1.01599
RPOWER,Utilities,Utilities-Independent Power Producers,Reliance Power Limited,1.0936029999999999
RPPINFRA,Industrials,Engineering & Construction,R.P.P. Infra Projects Limited,1.297581
RSSOFTWARE,Technology,Software-Infrastructure,R. S. Software (India) Limited,1.042121
RSWM,Consumer Cyclical,Textile Manufacturing,RSWM Limited,0.391965
RTNINFRA,Utilities,Utilities-Independent Power Producers,RattanIndia Infrastructure Limited,1.117159
RTNPOWER,Utilities,Utilities-Renewable,RattanIndia Power Limited,0.868564
RUBYMILLS,Consumer Cyclical,Textile Manufacturing,The Ruby Mills Limited,0.301872
RUCHINFRA,Consumer Defensive,Farm Products,Ruchi Infrastructure Limited,0.7414189999999999
RUCHIRA,Basic Materials,Paper & Paper Products,Ruchira Papers Limited,0.6731659999999999
RUPA,Consumer Cyclical,Apparel Manufacturing,Rupa & Company Limited,0.886895
RUSHIL,Consumer Cyclical,Furnishings Fixtures & Appliances,Rushil Decor Limited,0.294461
SABTN,Communication Services,Broadcasting,Sri Adhikari Brothers Television Network Limited,0.433307
SADBHAV,Industrials,Engineering & Construction,Sadbhav Engineering Limited,1.590093
SADBHIN,Industrials,Engineering & Construction,Sadbhav Infrastructure Project Limited,1.325345
SAFARI,Consumer Cyclical,Footwear & Accessories,Safari Industries (India) Limited,0.637675
SAGARDEEP,Basic Materials,Copper,Sagardeep Alloys Limited,0.101378
SAGCEM,Basic Materials,Building Materials,Sagar Cements Limited,0.629485
SAIL,Basic Materials,Steel,Steel Authority of India Limited,1.5027300000000001
SAKAR,Healthcare,Drug Manufacturers-Specialty & Generic,Sakar Healthcare Limited,1.01914
SAKHTISUG,Consumer Defensive,Confectioners,Sakthi Sugars Limited,0.953978
SAKSOFT,Technology,Information Technology Services,Saksoft Limited,0.43837699999999996
SAKUMA,Consumer Defensive,Farm Products,Sakuma Exports Limited,1.444617
SALASAR,Basic Materials,Steel,Salasar Techno Engineering Limited,0.629602
SALONA,Consumer Cyclical,Textile Manufacturing,Salona Cotspin Limited,0.618954
SALSTEEL,Basic Materials,Steel,S.A.L. Steel Limited,0.787831
SALZERELEC,Industrials,Electrical Equipment & Parts,Salzer Electronics Limited,0.681747
SAMBHAAV,Communication Services,Publishing,Sambhaav Media Limited,0.50819
SANCO,Industrials,Electrical Equipment & Parts,Sanco Industries Limited,0.570549
SANDESH,Communication Services,Publishing,The Sandesh Limited,0.24456799999999998
SANDHAR,Consumer Cyclical,Auto Parts,Sandhar Technologies Limited,0.9186179999999999
SANGAMIND,Consumer Cyclical,Textile Manufacturing,Sangam (India) Limited,0.18018699999999999
SANGHIIND,Basic Materials,Building Materials,Sanghi Industries Limited,1.26482
SANGHVIFOR,Industrials,Metal Fabrication,Sanghvi Forging and Engineering Limited,0.154446
SANGHVIMOV,Industrials,Farm & Heavy Construction Machinery,Sanghvi Movers Limited,0.6478149999999999
SANGINITA,Basic Materials,Chemicals,Sanginita Chemicals Limited,1.238415
SANOFI,Healthcare,Drug Manufacturers-General,Sanofi India Limited,0.351014
SANWARIA,Consumer Defensive,Farm Products,Sanwaria Consumer Limited,2.236349
SARDAEN,Basic Materials,Steel,Sarda Energy & Minerals Limited,1.5483609999999999
SAREGAMA,Communication Services,Entertainment,Saregama India Limited,1.01326
SARLAPOLY,Consumer Cyclical,Textile Manufacturing,Sarla Performance Fibers Limited,0.563962
SASKEN,Technology,Software-Application,Sasken Technologies Limited,1.046801
SASTASUNDR,Consumer Cyclical,Specialty Retail,Sastasundar Ventures Limited,0.35881399999999997
SATHAISPAT,Basic Materials,Steel,Sathavahana Ispat Limited,0.342043
SATIA,Basic Materials,Paper & Paper Products,Satia Industries Limited,0.22136399999999998
SATIN,Financial Services,Credit Services,Satin Creditcare Network Limited,1.133087
SBILIFE,Financial Services,Insurance-Life,SBI Life Insurance Company Limited,0.632303
SBIN,Financial Services,Banks-Regional,State Bank of India,0.880265
SCAPDVR,Financial Services,Capital Markets,Stampede Capital Limited,0.875195
SCHAEFFLER,Industrials,Specialty Industrial Machinery,Schaeffler India Limited,0.33736299999999997
SCHAND,Communication Services,Publishing,S Chand And Company Limited,1.731977
SCHNEIDER,Industrials,Specialty Industrial Machinery,Schneider Electric Infrastructure Limited,0.568642
SCI,Industrials,Marine Shipping,Shipping Corporation Of India Limited,0.592433
SDBL,Consumer Defensive,Beverages-Brewers,Som Distilleries & Breweries Limited,0.9703579999999999
SEAMECLTD,Industrials,Marine Shipping,Seamec Limited,0.659906
SELAN,Energy,Oil & Gas E&P,Selan Exploration Technology Limited,1.101794
SELMCL,Consumer Cyclical,Apparel Manufacturing,SEL Manufacturing Company Limited,0.613494
SEPOWER,Basic Materials,Specialty Chemicals,S.E. Power Limited,0.722698
SEQUENT,Healthcare,Biotechnology,Sequent Scientific Limited,-0.137675
SESHAPAPER,Basic Materials,Paper & Paper Products,Seshasayee Paper and Boards Limited,0.530031
SETCO,Consumer Cyclical,Auto Parts,Setco Automotive Limited,1.213338
SETUINFRA,Industrials,Engineering & Construction,Setubandhan Infrastructure Limited,2.976044
SEYAIND,Basic Materials,Specialty Chemicals,Seya Industries Limited,-28.03705
SEZAL,Industrials,Building Products & Equipment,Sezal Glass Limited,0.218408
SFL,Consumer Cyclical,Furnishings Fixtures & Appliances,Sheela Foam Limited,0.313725
SGL,Consumer Cyclical,Textile Manufacturing,STL Global Limited,0.43993699999999997
SHAHALLOYS,Basic Materials,Steel,Shah Alloys Limited,0.355694
SHAKTIPUMP,Industrials,Specialty Industrial Machinery,Shakti Pumps (India) Limited,1.411076
SHALBY,Healthcare,Medical Care Facilities,Shalby Limited,1.3985319999999999
SHALPAINTS,Basic Materials,Specialty Chemicals,Shalimar Paints Limited,0.818252
SHANKARA,Consumer Cyclical,Home Improvement Retail,Shankara Building Products Limited,0.889517
SHANTIGEAR,Industrials,Specialty Industrial Machinery,Shanthi Gears Limited,0.930577
SHARDACROP,Basic Materials,Agricultural Inputs,Sharda Cropchem Limited,0.856474
SHARDAMOTR,Consumer Cyclical,Auto Parts,Sharda Motor Industries Limited,1.073322
SHEMAROO,Communication Services,Entertainment,Shemaroo Entertainment Limited,0.9707479999999999
SHILPAMED,Healthcare,Drug Manufacturers-Specialty & Generic,Shilpa Medicare Limited,0.8943049999999999
SHIRPUR-G,Basic Materials,Gold,Shirpur Gold Refinery Limited,0.537441
SHIVAMAUTO,Consumer Cyclical,Auto Parts,Shivam Autotech Limited,1.00585
SHIVAMILLS,Consumer Cyclical,Textile Manufacturing,Shiva Mills Limited,0.6947679999999999
SHIVATEX,Consumer Cyclical,Textile Manufacturing,Shiva Texyarn Limited,0.264518
SHK,Consumer Defensive,Household & Personal Products,S H Kelkar and Company Limited,0.366434
SHOPERSTOP,Consumer Cyclical,Department Stores,Shoppers Stop Limited,0.588533
SHREDIGCEM,Basic Materials,Building Materials,Shree Digvijay Cement Co.Ltd,0.7340089999999999
SHREECEM,Basic Materials,Building Materials,SHREE CEMENT LIMITED,0.796801
SHREEPUSHK,Basic Materials,Specialty Chemicals,Shree Pushkar Chemicals & Fertilisers Limited,0.955727
SHREERAMA,Consumer Cyclical,Packaging & Containers,Shree Rama Multi-Tech Limited,0.51443
SHRENIK,Basic Materials,Paper & Paper Products,Shrenik Limited,3.061786
SHREYANIND,Basic Materials,Paper & Paper Products,Shreyans Industries Limited,0.597113
SHREYAS,Industrials,Marine Shipping,Shreyas Shipping & Logistics Limited,0.8734449999999999
SHRIPISTON,Consumer Cyclical,Auto Parts,Shriram Pistons & Rings Limited,1.8196569999999999
SHRIRAMCIT,Financial Services,Credit Services,Shriram City Union Finance Limited,0.978939
SHRIRAMEPC,Industrials,Engineering & Construction,Shriram EPC Limited,0.700468
SHYAMTEL,Technology,Communication Equipment,Shyam Telecom Limited,0.029251
SICAGEN,Basic Materials,Building Materials,Sicagen India Limited,0.936037
SICAL,Industrials,Integrated Freight & Logistics,Sical Logistics Limited,0.699687
SIEMENS,Industrials,Specialty Industrial Machinery,Siemens Limited,0.658736
SIGIND,Basic Materials,Specialty Chemicals,Signet Industries Limited,0.629875
SIL,Consumer Cyclical,Textile Manufacturing,Standard Industries Limited,0.491029
SILINV,Financial Services,Asset Management,SIL Investments Limited,1.436817
SIMBHALS,Consumer Defensive,Confectioners,Simbhaoli Sugars Limited,1.166536
SIMPLEXINF,Industrials,Engineering & Construction,Simplex Infrastructures Limited,1.565132
SINTEX,Consumer Cyclical,Textile Manufacturing,Sintex Industries Limited,0.50234
SIS,Industrials,Security & Protection Services,Security and Intelligence Services (India) Limited,0.47692799999999996
SITINET,Communication Services,Entertainment,Siti Networks Limited,1.2051479999999999
SIYSIL,Consumer Cyclical,Textile Manufacturing,Siyaram Silk Mills Limited,0.7656000000000001
SJVN,Utilities,Utilities-Renewable,SJVN Limited,0.289001
SKIL,Industrials,Engineering & Construction,SKIL Infrastructure Limited,1.459828
SKIPPER,Industrials,Engineering & Construction,Skipper Limited,1.0959430000000001
SKMEGGPROD,Consumer Defensive,Packaged Foods,SKM Egg Products Export (India) Limited,0.299531
SMARTLINK,Technology,Communication Equipment,Smartlink Holdings Limited,0.41770599999999997
SMLISUZU,Consumer Cyclical,Auto Manufacturers,SML Isuzu Limited,1.057722
SMPL,Basic Materials,Steel,Splendid Metal Products Limited,0.48127899999999996
SMSLIFE,Healthcare,Biotechnology,SMS Lifesciences India Limited,1.2613590000000001
SMSPHARMA,Healthcare,Drug Manufacturers-General,SMS Pharmaceuticals Limited,0.7815909999999999
SNOWMAN,Industrials,Integrated Freight & Logistics,Snowman Logistics Limited,0.5787829999999999
SOBHA,Real Estate,Real Estate-Development,Sobha Limited,1.375975
SOLARINDS,Basic Materials,Specialty Chemicals,Solar Industries India Limited,0.41575599999999996
SOMANYCERA,Industrials,Building Products & Equipment,Somany Ceramics Limited,1.141575
SOMATEX,Consumer Cyclical,Textile Manufacturing,Soma Textiles & Industries Limited,-0.29407099999999997
SOMICONVEY,Industrials,Specialty Industrial Machinery,Somi Conveyor Beltings Limited,0.787831
SONATSOFTW,Technology,Information Technology Services,Sonata Software Limited,1.048361
SORILINFRA,Industrials,Infrastructure Operations,SORIL Infra Resources Limited,0.573322
SOTL,Basic Materials,Specialty Chemicals,Savita Oil Technologies Limited,0.37792499999999996
SOUTHBANK,Financial Services,Banks-Regional,The South Indian Bank Limited,0.675897
SOUTHWEST,Energy,Oil & Gas Equipment & Services,South West Pinnacle Exploration Limited,1.208597
SPAL,Consumer Cyclical,Textile Manufacturing,S. P. Apparels Limited,1.6628
SPARC,Healthcare,Drug Manufacturers-Specialty & Generic,Sun Pharma Advanced Research Company Limited,0.932917
SPCENET,Financial Services,Capital Markets,Spacenet Enterprises India Limited,0.119734
SPECIALITY,Consumer Cyclical,Restaurants,Speciality Restaurants Limited,1.317082
SPENTEX,Consumer Cyclical,Textile Manufacturing,Spentex Industries Limited,0.389235
SPIC,Basic Materials,Agricultural Inputs,Southern Petrochemicals Industries Corporation  Limited,0.8744139999999999
SPICEJET,Industrials,Airlines,SPICEJET LTD,0.8061619999999999
SPLIL,Consumer Cyclical,Apparel Manufacturing,SPL Industries Limited,-0.309282
SPMLINFRA,Industrials,Engineering & Construction,SPML Infra Limited,0.632995
SPTL,Consumer Cyclical,Auto Parts,Sintex Plastics Technology Limited,1.148291
SPYL,Consumer Cyclical,Textile Manufacturing,Shekhawati Poly-Yarn Limited,0.37207399999999996
SREEL,Consumer Cyclical,Footwear & Accessories,Sreeleathers Limited,0.5787829999999999
SREINFRA,Financial Services,Credit Services,SREI Infrastructure Finance Limited,0.581513
SRF,Basic Materials,Chemicals,SRF Limited,0.928237
SRHHYPOLTD,Basic Materials,Chemicals,Sree Rayalaseema Hi-Strength Hypo Limited,1.179017
SRIPIPES,Industrials,Metal Fabrication,Srikalahasthi Pipes Limited,0.9707479999999999
SRTRANSFIN,Financial Services,Credit Services,Shriram Transport Finance Company Limited,0.787831
SSWL,Consumer Cyclical,Auto Parts,Steel Strips Wheels Limited,1.058892
STAMPEDE,Financial Services,Capital Markets,Stampede Capital Limited,0.875195
STAR,Healthcare,Drug Manufacturers-Specialty & Generic,Strides Pharma Science Limited,0.7359589999999999
STARCEMENT,Basic Materials,Building Materials,Star Cement Limited,0.5377149999999999
STARPAPER,Basic Materials,Paper & Paper Products,Star Paper Mills Limited,0.7741800000000001
STCINDIA,Industrials,Conglomerates,The State Trading Corporation of India Limited,0.472308
STEELCITY,Financial Services,Capital Markets,Steel City Securities Limited,0.709536
STEELXIND,Basic Materials,Steel,STEEL EXCHANGE INDIA LIMITED,1.239859
STEL,Consumer Defensive,Farm Products,Stel Holdings Limited,0.9641179999999999
STERTOOLS,Industrials,Tools & Accessories,Sterling Tools Limited,0.9426669999999999
STINDIA,Consumer Cyclical,Textile Manufacturing,STI India Limited,0.8283929999999999
STRTECH,Technology,Communication Equipment,Sterlite Technologies Limited,1.27067
SUBEX,Technology,Software-Application,Subex Limited,0.9921989999999999
SUBROS,Consumer Cyclical,Auto Parts,Subros Limited,0.971138
SUDARSCHEM,Basic Materials,Specialty Chemicals,Sudarshan Chemical Industries Limited,1.202808
SUJANAUNI,Basic Materials,Steel,Sujana Universal Industries Limited,0.421216
SUMEETINDS,Consumer Cyclical,Textile Manufacturing,Sumeet Industries Limited,0.796021
SUMMITSEC,Financial Services,Capital Markets,Summit Securities Limited,0.746099
SUNCLAYLTD,Consumer Cyclical,Auto Parts,Sundaram Clayton Limited,0.585803
SUNDARAM,Basic Materials,Paper & Paper Products,Sundaram Multi Pap Limited,0.10374399999999999
SUNDARMFIN,Financial Services,Credit Services,Sundaram Finance Limited,0.431747
SUNDARMHLD,Financial Services,Credit Services,Sundaram Finance Holdings Limited,0.7809889999999999
SUNDRMBRAK,Consumer Cyclical,Auto Parts,Sundaram Brake Linings Limited,0.912636
SUNDRMFAST,Consumer Cyclical,Auto Parts,Sundram Fasteners Limited,1.01365
SUNFLAG,Basic Materials,Steel,Sunflag Iron And Steel Company Limited,0.7749600000000001
SUNPHARMA,Healthcare,Drug Manufacturers-Specialty & Generic,Sun Pharmaceutical Industries Limited,0.290561
SUNTECK,Real Estate,Real Estate-Development,Sunteck Realty Limited,1.00468
SUNTV,Communication Services,Broadcasting,Sun TV Network Limited,0.9219959999999999
SUPERHOUSE,Consumer Cyclical,Footwear & Accessories,Superhouse Limited,0.583853
SUPERSPIN,Consumer Cyclical,Textile Manufacturing,Super Spinning Mills Limited,0.7823709999999999
SUPPETRO,Basic Materials,Chemicals,Supreme Petrochem Limited,0.27067
SUPRAJIT,Consumer Cyclical,Auto Parts,Suprajit Engineering Limited,0.684477
SUPREMEIND,Consumer Cyclical,Packaging & Containers,Supreme Industries Limited,0.599843
SUPREMEINF,Industrials,Engineering & Construction,Supreme Infrastructure India Limited,1.124804
SURANASOL,Technology,Solar,Surana Solar Limited,0.50351
SURANAT&P,Utilities,Utilities-Independent Power Producers,Surana Telecom and Power Limited,0.890405
SURYALAXMI,Consumer Cyclical,Textile Manufacturing,Suryalakshmi Cotton Mills Limited,0.637675
SURYAROSNI,Basic Materials,Steel,Surya Roshni Limited,1.283931
SUTLEJTEX,Consumer Cyclical,Textile Manufacturing,Sutlej Textiles and Industries Limited,0.615054
SUVEN,Healthcare,Drug Manufacturers-Specialty & Generic,Suven Life Sciences Limited,1.6146639999999999
SUZLON,Industrials,Specialty Industrial Machinery,Suzlon Energy Limited,0.686037
SWANENERGY,Consumer Cyclical,Textile Manufacturing,Swan Energy Limited,0.25624
SWELECTES,Technology,Solar,Swelect Energy Systems Limited,0.567082
SYMPHONY,Consumer Cyclical,Furnishings Fixtures & Appliances,Symphony Limited,0.75234
SYNCOM,Healthcare,Drug Manufacturers-Specialty & Generic,Syncom Healthcare Limited,0.5
SYNGENE,Healthcare,Biotechnology,Syngene International Limited,0.5491400000000001
TAINWALCHM,Basic Materials,Specialty Chemicals,Tainwala Chemical and Plastic (I) Limited,0.108814
TAJGVK,Consumer Cyclical,Lodging,Taj GVK Hotels & Resorts Limited,1.121294
TAKE,Healthcare,Biotechnology,Take Solutions Limited,0.5585019999999999
TALBROAUTO,Consumer Cyclical,Auto Parts,Talbros Automotive Components Limited,0.886505
TALWALKARS,Consumer Cyclical,Leisure,Talwalkars Better Value Fitness Limited,1.174336
TANLA,Technology,Software-Application,Tanla Solutions Limited,1.02457
TANTIACONS,Industrials,Engineering & Construction,Tantia Constructions Limited,0.26794
TARMAT,Industrials,Engineering & Construction,Tarmat Limited,0.285491
TASTYBITE,Consumer Defensive,Packaged Foods,Tasty Bite Eatables Limited,0.621684
TATACHEM,Basic Materials,Chemicals,Tata Chemicals Limited,1.219968
TATACOFFEE,Consumer Defensive,Packaged Foods,Tata Coffee Limited,0.76131
TATACOMM,Communication Services,Telecom Services,Tata Communications Limited,1.01131
TATACONSUM,Consumer Defensive,Packaged Foods,TATA CONSUMER PRODUCTS LIMITED,0.721138
TATAELXSI,Technology,Software-Application,Tata Elxsi Limited,0.41887599999999997
TATAINVEST,Financial Services,Capital Markets,Tata Investment Corporation Limited,0.605694
TATAMETALI,Basic Materials,Steel,Tata Metaliks Limited,1.287441
TATAMOTORS,Consumer Cyclical,Auto Manufacturers,Tata Motors Limited,1.994539
TATAMTRDVR,Consumer Cyclical,Auto Manufacturers,Tata Motors Limited,1.994539
TATAPOWER,Utilities,Utilities-Independent Power Producers,Tata Power Company Limited,0.6002339999999999
TATASTEEL,Basic Materials,Steel,Tata Steel Limited,1.351794
TATASTLBSL,Basic Materials,Steel,Tata Steel Bsl Limited,0.630265
TATASTLLP,Basic Materials,Steel,Tata Steel Long Products Limited,1.198127
TBZ,Consumer Cyclical,Luxury Goods,Tribhovandas Bhimji Zaveri Limited,1.413416
TCI,Industrials,Integrated Freight & Logistics,Transport Corporation of India Limited,0.444617
TCIFINANCE,Financial Services,Credit Services,TCI Finance Limited,1.150936
TCPLPACK,Consumer Cyclical,Packaging & Containers,TCPL Packaging Limited,1.048751
TCS,Technology,Information Technology Services,Tata Consultancy Services Limited,0.598673
TDPOWERSYS,Industrials,Specialty Industrial Machinery,TD Power Systems Limited,0.547581
TEAMLEASE,Industrials,Staffing & Employment Services,Teamlease Services Limited,0.401702
TECHIN,Real Estate,Real Estate-Development,Techindia Nirman Limited,1.342433
TECHM,Technology,Information Technology Services,Tech Mahindra Limited,0.37441399999999997
TECHNOFAB,Industrials,Engineering & Construction,Technofab Engineering Limited,1.199687
TEJASNET,Technology,Communication Equipment,Tejas Networks Limited,0.9285200000000001
TERASOFT,Technology,Information Technology Services,Tera Software Limited,1.287831
TEXINFRA,Real Estate,Real Estate Services,Texmaco Infrastructure & Holdings Limited,0.634945
TEXMOPIPES,Industrials,Building Products & Equipment,Texmo Pipes and Products Limited,0.25702
TEXRAIL,Industrials,Specialty Industrial Machinery,Texmaco Rail & Engineering Limited,0.526521
TFCILTD,Financial Services,Credit Services,Tourism Finance Corporation of India Limited,1.081903
TFL,Financial Services,Mortgage Finance,Transwarranty Finance Limited,-0.028471
TGBHOTELS,Consumer Cyclical,Lodging,TGB Banquets And Hotels Limited,0.654446
THANGAMAYL,Consumer Cyclical,Luxury Goods,Thangamayil Jewellery Limited,0.795631
THEINVEST,Financial Services,Capital Markets,The Investment Trust Of India Limited,1.1599059999999999
THEMISMED,Healthcare,Drug Manufacturers-Specialty & Generic,Themis Medicare Limited,0.7819809999999999
THERMAX,Industrials,Specialty Industrial Machinery,Thermax Limited,0.572152
THIRUSUGAR,Consumer Defensive,Confectioners,Thiru Arooran Sugars Limited,1.083853
THOMASCOOK,Consumer Cyclical,Travel Services,Thomas Cook  (India)  Limited,0.568642
THOMASCOTT,Consumer Cyclical,Apparel Manufacturing,Thomas Scott (India) Limited,-0.008190000000000001
THYROCARE,Healthcare,Diagnostics & Research,Thyrocare Technologies Limited,0.479768
TI,Consumer Defensive,Beverages-Wineries & Distilleries,Tilaknagar Industries Limited,0.025351
TIDEWATER,Basic Materials,Specialty Chemicals,Tide Water Oil Company (India) Limited,0.332293
TIIL,Industrials,Tools & Accessories,Technocraft Industries (India) Limited,0.7671600000000001
TIINDIA,Consumer Cyclical,Auto Parts,Tube Investments of India Limited,1.147727
TIJARIA,Industrials,Building Products & Equipment,Tijaria Polypipes Limited,0.745319
TIL,Industrials,Specialty Industrial Machinery,TIL Limited,1.231279
TIMESGTY,Financial Services,Asset Management,Times Guaranty Limited,1.111544
TIMETECHNO,Consumer Cyclical,Packaging & Containers,Time Technoplast Limited,1.244929
TIMKEN,Industrials,Specialty Industrial Machinery,Timken India Limited,0.598673
TINPLATE,Basic Materials,Steel,The Tinplate Company of India Limited,1.044851
TIPSINDLTD,Communication Services,Entertainment,TIPS Industries Limited,0.354914
TIRUMALCHM,Basic Materials,Specialty Chemicals,Thirumalai Chemicals Limited,1.028861
TITAN,Consumer Cyclical,Luxury Goods,Titan Company Limited,0.7734000000000001
TMRVL,Consumer Cyclical,Apparel Retail,The Mandhana Retail Ventures Limited,1.615046
TNPETRO,Basic Materials,Specialty Chemicals,Tamilnadu PetroProducts Limited,0.212168
TNPL,Basic Materials,Paper & Paper Products,Tamil Nadu Newsprint & Papers Limited,0.525351
TNTELE,Technology,Communication Equipment,Tamilnadu Telecommunication Limited,0.608034
TOKYOPLAST,Consumer Cyclical,Packaging & Containers,Tokyo Plast International Limited,-0.282371
TORNTPHARM,Healthcare,Drug Manufacturers-General,Torrent Pharmaceuticals Limited,0.25312
TORNTPOWER,Utilities,Utilities-Renewable,Torrent Power Limited,0.25195
TOUCHWOOD,Communication Services,Advertising Agencies,Touchwood Entertainment Limited,0.610402
TREEHOUSE,Consumer Defensive,Education & Training Services,Tree House Education & Accessories Limited,0.423946
TRENT,Consumer Cyclical,Apparel Retail,Trent Limited,0.570202
TRF,Industrials,Specialty Industrial Machinery,TRF Limited,1.8451629999999999
TRIDENT,Consumer Cyclical,Textile Manufacturing,Trident Limited,0.346333
TRIGYN,Technology,Information Technology Services,Trigyn Technologies Limited,0.931747
TRIL,Industrials,Electrical Equipment & Parts,Transformers And Rectifiers (India) Limited,0.6953969999999999
TRITURBINE,Industrials,Specialty Industrial Machinery,Triveni Turbine Limited,0.858814
TRIVENI,Consumer Defensive,Confectioners,Triveni Engineering & Industries Limited,0.530031
TTKHLTCARE,Healthcare,Drug Manufacturers-General,TTK Healthcare Limited,0.631435
TTKPRESTIG,Consumer Cyclical,Furnishings Fixtures & Appliances,TTK Prestige Limited,0.345553
TTL,Consumer Cyclical,Textile Manufacturing,T T Limited,0.75507
TTML,Communication Services,Telecom Services,Tata Teleservices (Maharashtra) Limited,0.833463
TV18BRDCST,Communication Services,Broadcasting,TV18 Broadcast Limited,0.574882
TVSELECT,Technology,Computer Hardware,TVS Electronics Limited,0.169656
TVSMOTOR,Consumer Cyclical,Auto Manufacturers,TVS Motor Company Limited,0.8724639999999999
TVSSRICHAK,Consumer Cyclical,Auto Parts,TVS Srichakra Limited,0.7745700000000001
TVTODAY,Communication Services,Broadcasting,TV Today Network Limited,0.25
TVVISION,Communication Services,Broadcasting,TV Vision Limited,-0.029819
TWL,Industrials,Railroads,Titagarh Wagons Limited,0.7718400000000001
UBL,Consumer Defensive,Beverages-Brewers,United Breweries Limited,0.6735559999999999
UCALFUEL,Consumer Cyclical,Auto Parts,Ucal Fuel Systems Limited,1.060452
UCOBANK,Financial Services,Banks-Regional,UCO Bank,1.142745
UFLEX,Consumer Cyclical,Packaging & Containers,UFLEX Limited,0.8502339999999999
UFO,Communication Services,Entertainment,UFO Moviez India Limited,0.21209699999999998
UGARSUGAR,Consumer Defensive,Confectioners,The Ugar Sugar Works Limited,0.863494
UJAAS,Technology,Solar,Ujaas Energy Limited,0.327613
UJJIVAN,Financial Services,Credit Services,Ujjivan Financial Services Limited,1.235215
ULTRACEMCO,Basic Materials,Building Materials,UltraTech Cement Limited,0.733619
UMANGDAIRY,Consumer Defensive,Packaged Foods,Umang Dairies Limited,1.02028
UMESLTD,Consumer Defensive,Education & Training Services,Usha Martin Education & Solutions Limited,-0.102184
UNICHEMLAB,Healthcare,Drug Manufacturers-Specialty & Generic,Unichem Laboratories Limited,-0.024960000000000003
UNIENTER,Basic Materials,Chemicals,Uniphos Enterprises Limited,0.6977369999999999
UNIONBANK,Financial Services,Banks-Regional,Union Bank of India,0.621294
UNIPLY,Basic Materials,Lumber & Wood Production,Uniply Industries Limited,0.411076
UNITECH,Real Estate,Real Estate-Diversified,Unitech Limited,1.7683300000000002
UNITEDTEA,Consumer Defensive,Farm Products,The United Nilgiri Tea Estates Company Limited,0.10374399999999999
